login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
slidenerd,slidenerd/bulma-utilities,2020-03-30T11:08:26Z,0,0,,True,True,mit
slidenerd,slidenerd/bulmaswatch,2020-05-12T13:48:00Z,0,0,,True,True,mit
slidenerd,slidenerd/ButterKnifeDemo,2015-08-26T11:12:24Z,10,10,Java,True,True,
slidenerd,slidenerd/CameraIExperiments,2015-10-24T07:29:32Z,4,4,Java,True,True,
slidenerd,slidenerd/ccxws,2021-06-01T14:16:35Z,0,0,,True,True,mit
aryashah2k,aryashah2k/3DNNVisualizer,2024-05-23T13:59:26Z,5,5,JavaScript,True,True,apache-2.0
aryashah2k,aryashah2k/a-frame-taj-mahal-birthday-wish,2023-11-11T20:01:01Z,4,4,HTML,True,True,mit
aryashah2k,aryashah2k/AI-Career-Guidance-System,2022-10-15T07:28:33Z,24,24,Jupyter Notebook,True,True,gpl-3.0
aryashah2k,aryashah2k/Apache-PySpark-Primer,2022-06-01T06:54:28Z,9,9,,True,True,mit
aryashah2k,aryashah2k/API-CrashCourse,2022-01-01T09:09:21Z,11,11,,True,True,mit
aryashah2k,aryashah2k/ArtCV,2021-01-13T05:58:53Z,13,13,Python,True,True,mit
aryashah2k,aryashah2k/AryaGPT,2024-05-23T14:26:47Z,5,5,Python,True,True,gpl-3.0
aryashah2k,aryashah2k/aryashah2k,2020-12-04T04:50:43Z,30,30,,True,True,gpl-3.0
aryashah2k,aryashah2k/aryashah2k.github.io,2023-01-06T15:04:18Z,7,7,,True,True,apache-2.0
aryashah2k,aryashah2k/Audio-Classification-of-Emergency-Vehicle-Sirens-Using-Recurrent-Neural-Network-Architectures,2023-08-15T04:39:42Z,7,7,,True,True,gpl-3.0
aryashah2k,aryashah2k/Automatic-Classification-Of-Kidney-Ailments-From-CT-Scans-Using-CNNs,2022-12-03T07:19:39Z,4,4,,True,True,gpl-3.0
aryashah2k,aryashah2k/Automatic-Detection-Of-Lumpy-Skin-Disease-Using-Deep-Learning-Techniques,2022-09-14T04:45:26Z,16,16,Jupyter Notebook,True,True,mit
aryashah2k,aryashah2k/awesome-ai-tools,2023-05-07T07:07:47Z,7,7,,True,True,mit
aryashah2k,aryashah2k/awesome-prompt-engineering,2023-04-30T05:59:14Z,6,6,Jupyter Notebook,True,True,apache-2.0
aryashah2k,aryashah2k/AWS-GluonCV-Coursera,2020-11-06T06:20:34Z,14,14,Jupyter Notebook,True,True,mit
aryashah2k,aryashah2k/BaggageAI,2022-03-16T02:48:06Z,12,12,Python,True,True,mit
aryashah2k,aryashah2k/batch-1,2022-01-03T14:32:31Z,9,9,,True,True,
aryashah2k,aryashah2k/Big-Data-Engineering-Internship,2023-01-01T14:22:47Z,8,8,,True,True,apache-2.0
aryashah2k,aryashah2k/blooming-flowers,2024-09-01T13:40:31Z,0,0,CSS,True,True,mit
aryashah2k,aryashah2k/build-your-own-x,2021-04-25T05:23:59Z,14,14,,True,False,
aryashah2k,aryashah2k/C-PatternHouse,2021-04-13T06:10:33Z,12,12,,True,True,mit
aryashah2k,aryashah2k/C3.ai-Data-Science-Certification,2022-06-05T10:37:01Z,9,9,Jupyter Notebook,True,True,gpl-3.0
aryashah2k,aryashah2k/C3.ai-Expression-Engine-Functions,2022-06-03T08:49:33Z,11,11,,True,True,gpl-3.0
aryashah2k,aryashah2k/chaky-car-price-predictor,2024-08-19T16:48:22Z,2,2,Python,True,True,apache-2.0
aryashah2k,aryashah2k/chocoliciousbyjigna.github.io,2021-05-15T14:39:44Z,12,12,JavaScript,True,True,gpl-3.0
aryashah2k,aryashah2k/Computer-Science-And-Business-Systems,2023-05-28T06:14:58Z,6,6,,True,True,gpl-3.0
aryashah2k,aryashah2k/Computer-Vision-Basics-Coursera,2020-11-04T16:47:59Z,18,18,MATLAB,True,True,mit
aryashah2k,aryashah2k/CPlusplus-PatternHouse,2021-04-13T06:10:37Z,13,13,,True,True,mit
aryashah2k,aryashah2k/CredenceAnalytic-RESTAPI-Assignment,2022-02-06T06:10:58Z,10,10,JavaScript,True,True,mit
aryashah2k,aryashah2k/CryptoCards,2021-06-21T13:11:45Z,14,14,HTML,True,True,gpl-3.0
coding-parrot,coding-parrot/chess-engine,2021-03-01T09:53:29Z,103,103,Java,True,True,
coding-parrot,coding-parrot/Competitive-Programming,2020-06-23T04:23:31Z,68,68,Java,True,True,
coding-parrot,coding-parrot/ImportJSON,2021-09-17T08:57:50Z,0,0,,True,True,lgpl-3.0
coding-parrot,coding-parrot/java-samples,2022-12-15T10:16:12Z,3,3,,True,True,apache-2.0
coding-parrot,coding-parrot/LeetCode,2020-01-03T14:18:58Z,5,5,Java,True,True,
coding-parrot,coding-parrot/Low-Level-Design,2020-02-18T12:33:11Z,1105,1105,Java,True,True,
coding-parrot,coding-parrot/microservices-core,2020-06-15T20:16:15Z,86,86,Java,True,True,
coding-parrot,coding-parrot/system-design-notes,2021-01-04T15:10:48Z,50,50,,True,True,
coding-parrot,coding-parrot/system-design-primer,2020-08-25T21:54:36Z,27,27,,True,True,other
coding-parrot,coding-parrot/system_design,2020-01-03T14:28:11Z,59,59,,True,True,
coding-parrot,coding-parrot/youtube-projects,2020-05-11T10:16:27Z,125,125,Java,True,True,
gkcs,gkcs/blogCode,2018-06-20T14:07:38Z,0,0,Java,True,True,
gkcs,gkcs/Competitive-Programming,2016-11-10T19:25:53Z,405,405,Java,True,True,
gkcs,gkcs/gkcs.github.io,2018-01-24T07:31:25Z,3,3,HTML,True,True,
gkcs,gkcs/Java8Features,2015-09-26T07:15:03Z,1,1,Java,True,True,
gkcs,gkcs/MyAppPortfolio,2016-04-16T08:29:07Z,0,0,Java,True,True,
gkcs,gkcs/paropkar,2016-06-24T13:14:50Z,5,5,Java,True,True,
gkcs,gkcs/PopularMovies,2016-04-30T18:00:54Z,4,4,Java,True,True,
gkcs,gkcs/StockHawk,2016-07-25T15:33:33Z,1,1,Java,True,True,
gkcs,gkcs/titanic,2017-07-17T16:27:17Z,4,4,HTML,True,True,
darshilparmar,darshilparmar/airflow,2023-05-16T15:27:20Z,0,0,Python,True,False,apache-2.0
darshilparmar,darshilparmar/amazon-web-scraping-python-project,2022-11-13T10:11:10Z,47,47,Jupyter Notebook,True,True,
darshilparmar,darshilparmar/Amazon_Website_Scraping_Scrapy,2018-06-10T07:12:41Z,7,7,Python,True,True,mit
darshilparmar,darshilparmar/apache-spark-with-data-bricks-for-data-engineering,2024-01-04T06:18:12Z,55,55,Jupyter Notebook,True,True,
darshilparmar,darshilparmar/BBC-Dataset-News-Classification,2018-03-24T10:32:38Z,1,1,Jupyter Notebook,True,True,
darshilparmar,darshilparmar/Blood-Donation,2017-06-07T15:41:16Z,1,1,JavaScript,True,True,
darshilparmar,darshilparmar/Clustering-Indian-Postal-code-based-on-most-visited-Venues,2018-12-16T16:50:37Z,3,3,Jupyter Notebook,True,True,mit
darshilparmar,darshilparmar/Coursera,2019-06-02T12:36:13Z,0,0,Jupyter Notebook,True,True,
darshilparmar,darshilparmar/coursera-machine-learning-in-python,2018-05-01T07:22:14Z,0,0,Jupyter Notebook,True,True,
darshilparmar,darshilparmar/CtCI-6th-Edition,2018-07-02T06:49:38Z,0,0,Python,True,True,
darshilparmar,darshilparmar/darshilparmar,2023-01-13T20:09:25Z,7,7,,True,True,
darshilparmar,darshilparmar/Data-Engineer-Tutorial-Series,2021-08-11T15:07:13Z,22,22,Jupyter Notebook,True,True,
darshilparmar,darshilparmar/data-engineering-sql-tutorial,2022-03-23T15:03:46Z,4,4,,True,True,
darshilparmar,darshilparmar/data-warehouse-snowflake-for-data-engineering,2023-08-22T08:58:31Z,14,14,PLpgSQL,True,True,
darshilparmar,darshilparmar/dataengineering-youtube-analysis-project,2022-03-28T08:27:18Z,137,137,Python,True,True,
darshilparmar,darshilparmar/deep-learning-specialization-coursera,2018-05-10T07:26:05Z,1,1,Jupyter Notebook,True,True,mit
darshilparmar,darshilparmar/employee_tracking,2018-03-16T13:39:15Z,0,0,PHP,True,True,
darshilparmar,darshilparmar/Exam_Notes_Detection,2018-05-29T05:46:24Z,13,13,Python,True,True,mit
darshilparmar,darshilparmar/Face_Landmarks_Detection,2018-06-07T08:02:01Z,3,3,Python,True,True,mit
darshilparmar,darshilparmar/Face_Recognition_System_FaceNet,2018-06-07T07:11:43Z,4,4,Python,True,True,mit
darshilparmar,darshilparmar/Facial-Recognition-using-Facenet,2018-06-07T07:10:05Z,0,0,Python,True,True,mit
darshilparmar,darshilparmar/food_classification-FoodPal,2019-03-31T06:01:12Z,1,1,PHP,True,True,
darshilparmar,darshilparmar/gallery,2017-02-21T09:31:21Z,0,0,JavaScript,True,True,mit
darshilparmar,darshilparmar/Homerunners,2017-06-07T15:44:28Z,0,0,JavaScript,True,True,
darshilparmar,darshilparmar/imad-app-v2,2017-03-12T14:15:51Z,0,0,JavaScript,True,True,
darshilparmar,darshilparmar/ipl-data-analysis-apache-spark-project,2024-04-21T13:41:02Z,15,15,Jupyter Notebook,True,True,
darshilparmar,darshilparmar/kafka-in-10min-video-code,2024-06-30T07:35:04Z,5,5,Jupyter Notebook,True,True,
darshilparmar,darshilparmar/Keywords_and_keyphrases_extraction,2018-06-10T06:30:57Z,4,4,Jupyter Notebook,True,True,mit
darshilparmar,darshilparmar/Loan-Predicition,2018-06-08T12:36:58Z,3,3,Jupyter Notebook,True,True,mit
darshilparmar,darshilparmar/models,2018-03-05T15:48:21Z,0,0,Python,True,True,apache-2.0
Kushal334,Kushal334/About-SwiftUI,2022-02-06T09:32:10Z,2,2,Swift,True,True,
Kushal334,Kushal334/adamw_bfloat16,2022-02-07T07:34:59Z,1,1,Python,True,True,mit
Kushal334,Kushal334/adversarial-fake-news,2022-02-08T09:55:53Z,1,1,Python,True,True,
Kushal334,Kushal334/Air-passengers-prediction-master,2022-02-07T06:32:30Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Airbnb-Booking-Rate-Prediction-Random-Forest-XGB-master,2022-02-06T08:34:40Z,1,1,R,True,True,
Kushal334,Kushal334/Android-kotlin-notes-application,2022-01-25T06:53:19Z,2,2,,True,True,
Kushal334,Kushal334/Android-kotlin-project,2022-01-24T04:56:20Z,3,3,,True,True,
Kushal334,Kushal334/Android-kotlin-project-2,2022-01-24T05:02:38Z,1,1,,True,True,
Kushal334,Kushal334/Android-kotlin-project-3,2022-01-24T05:43:29Z,1,1,,True,True,apache-2.0
Kushal334,Kushal334/Android-kotlin-project-4,2022-01-24T05:45:16Z,1,1,Kotlin,True,True,apache-2.0
Kushal334,Kushal334/Android-kotlin-project-5,2022-01-24T05:47:28Z,1,1,,True,True,
Kushal334,Kushal334/Android-project,2021-10-02T12:58:45Z,1,1,,True,True,
Kushal334,Kushal334/Android-project-,2021-12-17T14:33:57Z,2,2,Java,True,True,
Kushal334,Kushal334/Android-project-2,2021-10-02T12:59:59Z,3,3,,True,True,mit
Kushal334,Kushal334/Any-Object-Detection-API-master,2022-02-05T16:08:12Z,1,1,Python,True,True,
Kushal334,Kushal334/Apple-application-using-swift-language,2022-02-04T17:17:40Z,1,1,Swift,True,True,
Kushal334,Kushal334/Apriori-python,2022-02-05T16:01:29Z,1,1,Python,True,True,
Kushal334,Kushal334/arrow-master,2022-02-05T17:07:14Z,1,1,Python,True,True,apache-2.0
Kushal334,Kushal334/arxiv-sanity-preserver,2022-02-07T06:29:13Z,2,2,Python,True,True,mit
Kushal334,Kushal334/autoxgb-main,2022-02-07T06:17:25Z,1,1,Python,True,True,apache-2.0
Kushal334,Kushal334/Behavior-Sequence-Transformer-Pytorch,2022-02-06T17:13:38Z,1,1,Jupyter Notebook,True,True,mit
Kushal334,Kushal334/Behavior-Sequence-Transformer-Pytorch-,2022-02-07T16:34:35Z,1,1,Jupyter Notebook,True,True,mit
Kushal334,Kushal334/Behavior-Sequence-Transformer-Pytorch-master,2022-02-06T09:25:57Z,1,1,Jupyter Notebook,True,True,mit
Kushal334,Kushal334/BNN-predictions,2022-02-17T17:10:40Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/BooleanRetrievalModel,2022-02-12T06:40:37Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/cattle-breed-classifier-webapp-master,2022-02-06T17:10:35Z,2,2,Jupyter Notebook,True,True,mit
Kushal334,Kushal334/Classifying-Heartbeats,2022-02-08T10:28:16Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/CNN-from-Scratch,2022-02-15T17:15:42Z,1,1,Python,True,True,gpl-3.0
Kushal334,Kushal334/cnn_action_prediction-master,2022-02-06T09:20:22Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/COVID-19-Face-Mask-Detector-with-OpenCV-and-Deep-Learning,2022-02-08T10:18:59Z,1,1,Jupyter Notebook,True,True,
ritz078,ritz078/accountant,2021-12-26T15:20:16Z,14,14,TypeScript,True,True,
ritz078,ritz078/arduinode,2015-02-13T19:19:17Z,2,2,JavaScript,True,True,
ritz078,ritz078/browserify-babel-demo,2015-05-14T14:52:21Z,0,0,JavaScript,True,True,
ritz078,ritz078/carbon,2018-02-06T14:51:47Z,3,3,JavaScript,True,True,mit
ritz078,ritz078/CodeMirror,2021-02-25T21:29:10Z,0,0,,True,False,mit
ritz078,ritz078/codesandbox-client,2017-08-16T20:40:54Z,0,0,JavaScript,True,True,mit
ritz078,ritz078/connect-e-dil,2014-12-08T17:00:11Z,1,1,CSS,True,False,
ritz078,ritz078/counter,2016-06-26T10:31:00Z,0,0,,True,True,
ritz078,ritz078/electron-unhandled,2020-06-14T20:44:03Z,0,0,,True,False,mit
ritz078,ritz078/embed-js,2015-02-24T04:43:55Z,1269,1269,JavaScript,True,False,mit
ritz078,ritz078/emoji-assistant,2016-07-11T16:57:53Z,43,43,JavaScript,True,True,
ritz078,ritz078/evergreen,2017-08-26T18:55:31Z,0,0,JavaScript,True,True,other
ritz078,ritz078/flow-examples,2015-06-03T13:45:38Z,0,0,JavaScript,True,True,
ritz078,ritz078/formik,2018-06-25T06:53:33Z,0,0,TypeScript,True,False,mit
ritz078,ritz078/fuzzy-picker,2017-10-29T22:43:26Z,0,0,JavaScript,True,True,mit
ritz078,ritz078/generate-schema,2017-08-25T19:24:15Z,1,1,JavaScript,True,False,mit
ritz078,ritz078/git-point,2017-07-12T12:46:19Z,0,0,JavaScript,True,True,mit
ritz078,ritz078/github-readme-stats,2020-07-19T20:56:59Z,1,1,,True,True,mit
ritz078,ritz078/govuk-react,2019-01-23T13:00:30Z,0,0,JavaScript,True,True,mit
ritz078,ritz078/handlebars-precompilation-demo,2015-06-01T17:27:41Z,0,0,JavaScript,True,True,
ritz078,ritz078/homebridge-tuya-web,2021-03-07T12:54:57Z,0,0,,True,True,mit
ritz078,ritz078/housing-chrome-extension,2015-07-13T07:26:46Z,0,0,JavaScript,True,True,
ritz078,ritz078/javascript-plugin-boilerplate,2015-12-12T18:59:59Z,9,9,JavaScript,True,True,
ritz078,ritz078/jest-puppeteer,2020-08-10T14:29:38Z,0,0,,True,False,mit
ritz078,ritz078/Kalman-Filters-Analysis,2014-08-25T17:30:40Z,0,0,CSS,True,True,
ritz078,ritz078/learn-regex,2017-08-10T09:15:32Z,0,0,,True,True,mit
ritz078,ritz078/lerna-yarn-workspaces-example,2018-09-21T15:51:20Z,0,0,TypeScript,True,True,mit
ritz078,ritz078/matlab-mean-demo,2015-05-27T10:38:05Z,3,3,Matlab,True,True,
ritz078,ritz078/midi-instruments,2018-09-20T19:33:36Z,3,3,TypeScript,True,True,
ritz078,ritz078/midi-js-soundfonts,2018-09-22T09:50:44Z,0,0,,True,True,mit
PrasoonPratham,PrasoonPratham/0xSaturn-setup,2022-04-22T13:09:19Z,1,1,TypeScript,True,True,
PrasoonPratham,PrasoonPratham/3-D-Line-visualizer,2022-04-12T19:10:38Z,0,0,,True,True,mit
PrasoonPratham,PrasoonPratham/ansem-fight,2024-05-03T14:52:50Z,0,0,,True,True,
PrasoonPratham,PrasoonPratham/archie,2021-03-27T17:28:20Z,1,1,,True,True,mit
PrasoonPratham,PrasoonPratham/ArtGen,2021-08-27T07:08:34Z,1,1,,True,True,mit
PrasoonPratham,PrasoonPratham/backpack,2023-04-19T13:36:53Z,0,0,TypeScript,True,True,other
PrasoonPratham,PrasoonPratham/blog,2022-01-07T12:41:11Z,0,0,,True,True,mit
PrasoonPratham,PrasoonPratham/BLOOM_Examples,2022-12-26T18:46:42Z,0,0,Jupyter Notebook,True,True,mit
PrasoonPratham,PrasoonPratham/Bluetooth_Headset_Battery_Level,2020-10-28T17:43:12Z,1,1,,True,True,gpl-3.0
PrasoonPratham,PrasoonPratham/boomcaster,2023-08-19T12:19:23Z,1,1,,True,True,
PrasoonPratham,PrasoonPratham/buildspace-dao-starter,2021-12-17T20:29:58Z,1,1,JavaScript,True,True,
PrasoonPratham,PrasoonPratham/Cats-dogs-tf-cnn,2022-06-02T08:28:53Z,0,0,Jupyter Notebook,True,True,mit
PrasoonPratham,PrasoonPratham/celestia-docs,2022-10-10T16:39:17Z,0,0,JavaScript,True,True,apache-2.0
PrasoonPratham,PrasoonPratham/celestia-lightnode-docker-arabica,2022-10-14T15:50:16Z,4,4,Dockerfile,True,True,mit
PrasoonPratham,PrasoonPratham/chainlist,2023-05-16T11:00:41Z,0,0,,True,True,gpl-3.0
PrasoonPratham,PrasoonPratham/chains,2023-05-12T10:39:57Z,0,0,Kotlin,True,False,mit
PrasoonPratham,PrasoonPratham/Cheap-twiter-thread-maker,2021-10-08T09:33:33Z,5,5,Python,True,True,mit
PrasoonPratham,PrasoonPratham/collatz-conjecture,2022-12-17T07:24:31Z,3,3,Jupyter Notebook,True,True,mit
PrasoonPratham,PrasoonPratham/core,2023-05-28T09:34:27Z,0,0,TypeScript,True,True,mit
PrasoonPratham,PrasoonPratham/daisyui-sveltekit,2022-08-14T08:47:08Z,0,0,JavaScript,True,True,
PrasoonPratham,PrasoonPratham/dalle-playground,2022-06-13T20:06:23Z,0,0,,True,True,mit
PrasoonPratham,PrasoonPratham/Discord-bot,2021-06-03T14:09:20Z,3,3,Python,True,True,mit
PrasoonPratham,PrasoonPratham/documentation,2023-03-24T15:34:18Z,0,0,JavaScript,True,True,apache-2.0
PrasoonPratham,PrasoonPratham/eclipse-bootcamp,2024-04-11T17:03:07Z,0,0,MDX,True,True,mit
PrasoonPratham,PrasoonPratham/eclipse-faucet-front-end,2023-04-20T09:03:54Z,0,0,TypeScript,True,True,other
PrasoonPratham,PrasoonPratham/Eclipse-name-service,2023-10-22T20:35:41Z,0,0,JavaScript,True,True,
PrasoonPratham,PrasoonPratham/Eclipse-Wallet,2023-08-25T13:32:55Z,1,1,JavaScript,True,True,
PrasoonPratham,PrasoonPratham/epsilon,2021-08-29T05:05:10Z,1,1,,True,True,other
PrasoonPratham,PrasoonPratham/evaluation-metrics,2021-10-02T19:39:53Z,2,2,JavaScript,True,True,
PrasoonPratham,PrasoonPratham/evaluation-metrics-rewrite,2021-10-09T18:20:48Z,2,2,JavaScript,True,True,mit
rmehta,rmehta/aapkamanch,2014-01-13T06:54:13Z,0,0,Python,True,True,other
rmehta,rmehta/bench,2017-05-10T08:15:43Z,0,0,Python,True,True,gpl-3.0
rmehta,rmehta/bench_manager,2017-09-01T08:24:47Z,0,0,Python,True,True,other
rmehta,rmehta/books,2018-03-26T12:15:01Z,0,0,JavaScript,True,True,
rmehta,rmehta/bootstrap,2013-07-09T09:28:44Z,0,0,JavaScript,True,True,apache-2.0
rmehta,rmehta/chaiproject,2011-11-14T06:13:54Z,8,8,JavaScript,True,True,
rmehta,rmehta/chart-builder,2013-09-28T10:07:21Z,6,6,JavaScript,True,True,
rmehta,rmehta/cleansweep,2014-07-15T13:26:26Z,0,0,Python,True,True,
rmehta,rmehta/community,2021-07-19T11:43:08Z,0,0,,True,True,other
rmehta,rmehta/computer-class,2016-02-20T04:08:09Z,0,0,CSS,True,True,
rmehta,rmehta/datatable,2018-02-02T09:49:50Z,0,0,JavaScript,True,True,mit
rmehta,rmehta/driving-sim,2018-03-10T12:19:46Z,0,0,JavaScript,True,True,
rmehta,rmehta/erpnext,2013-11-26T06:03:12Z,1,1,Python,True,True,gpl-3.0
rmehta,rmehta/erpnext_demo,2015-09-23T11:37:03Z,3,3,Python,True,True,other
rmehta,rmehta/erpnext_documentation,2020-10-27T09:02:30Z,0,0,,True,True,other
rmehta,rmehta/erpnext_shopify,2016-03-22T07:25:01Z,0,0,Python,True,True,other
rmehta,rmehta/erpnext_ui_tests,2022-04-25T12:42:44Z,0,0,,True,True,gpl-3.0
rmehta,rmehta/explore,2020-10-30T11:54:52Z,0,0,,True,False,cc-by-4.0
rmehta,rmehta/frappe,2013-11-26T06:02:46Z,0,0,Python,True,True,mit
rmehta,rmehta/frappejs,2020-05-06T17:29:05Z,1,1,,True,True,
rmehta,rmehta/frappe_docs,2020-08-11T09:19:30Z,0,0,,True,True,other
rmehta,rmehta/frappe_io,2019-09-27T07:11:11Z,0,0,,True,True,other
rmehta,rmehta/games,2018-08-25T08:10:23Z,0,0,JavaScript,True,True,
rmehta,rmehta/hrms,2024-09-06T08:46:58Z,0,0,,True,True,gpl-3.0
rmehta,rmehta/india-compliance,2024-03-11T06:39:06Z,1,1,,True,False,gpl-3.0
rmehta,rmehta/lemonade-stand,2017-11-29T07:21:31Z,0,0,,True,True,cc0-1.0
rmehta,rmehta/open-tech-strategy-for-india,2023-01-08T06:05:11Z,0,0,,True,True,
rmehta,rmehta/OpenTreeMap,2013-08-08T17:10:04Z,0,0,JavaScript,True,True,other
rmehta,rmehta/rmehta.github.io,2018-08-25T08:13:47Z,1,1,JavaScript,True,True,
rmehta,rmehta/scmumbai,2013-10-11T12:11:30Z,0,0,CSS,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/AOH_Rowdies,2024-03-30T06:22:44Z,3,3,Dart,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_1409,2023-10-02T12:06:54Z,1,1,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_26_programs,2023-10-28T17:34:45Z,1,1,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_28sept,2023-10-02T12:00:18Z,1,1,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_programs,2023-10-02T11:57:15Z,1,1,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_pro_12oct,2023-10-28T17:36:34Z,2,2,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_pro_14oct,2023-10-28T17:37:37Z,2,2,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_pro_16oct,2023-10-28T17:39:05Z,2,2,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_pro_18oct,2023-10-28T17:40:30Z,2,2,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_pro_19oct,2023-10-28T17:41:32Z,2,2,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_pro_20oct,2023-10-28T17:42:28Z,2,2,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_pro_29sept,2023-10-02T12:02:55Z,1,1,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/cpp_pro_5oct,2023-10-28T17:30:19Z,3,3,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/css_assignment_roll46,2024-04-06T10:38:32Z,1,1,HTML,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/dsa,2024-02-13T11:37:24Z,1,1,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/dsa_assignment_1,2024-02-17T05:57:54Z,1,1,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/How-Products-Are-Built,2024-03-04T08:41:58Z,1,1,,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/html-css-js,2024-02-13T11:50:00Z,1,1,HTML,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/html_assignment_1,2024-02-21T08:41:52Z,1,1,HTML,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/html_assignment_2,2024-02-22T04:41:23Z,1,1,HTML,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/inshorts-demo-day,2024-06-21T09:39:06Z,1,1,JavaScript,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/java,2024-09-09T19:47:29Z,1,1,Java,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/js,2024-04-27T08:42:05Z,4,4,HTML,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/lab_practice,2023-12-14T12:11:20Z,1,1,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/Lakshya46Btechcasestudy,2024-01-19T16:02:45Z,1,1,,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/Lakshya46_23-27_Sem-I-_Pythonlabfile,2023-12-23T14:20:40Z,3,3,Python,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/Lakshya46_23-27_Sem-II_CSS,2024-03-27T13:56:12Z,1,1,HTML,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/Lakshya46_23-27_Sem-II_DSA,2024-03-27T13:54:34Z,2,2,C++,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/Lakshya46_23-27_Sem-II_HTML,2024-03-27T13:55:37Z,1,1,HTML,True,True,
LakshyaDuhoonISU,LakshyaDuhoonISU/Lakshya46_23-27_Sem-I_ComputerFund,2023-09-04T17:24:29Z,1,1,,True,True,
dmalvia,dmalvia/angular.js,2017-01-12T05:35:30Z,1,1,JavaScript,True,True,mit
dmalvia,dmalvia/Animated_Hamburger_Menu,2020-12-01T05:56:16Z,1,1,CSS,True,True,
dmalvia,dmalvia/BankDash,2017-11-08T10:25:59Z,1,1,,True,True,
dmalvia,dmalvia/BankPOC,2017-11-08T10:30:25Z,1,1,CSS,True,True,
dmalvia,dmalvia/Build_FullStack_Social_Media_App,2024-02-24T14:00:51Z,3,3,TypeScript,True,True,
dmalvia,dmalvia/CSS_Animation_Card,2020-12-22T03:01:16Z,2,2,CSS,True,True,
dmalvia,dmalvia/CSS_SVG_Animations_Tutorial,2021-03-05T05:48:18Z,3,3,HTML,True,True,
dmalvia,dmalvia/CSS_Tutorials,2020-09-20T06:58:33Z,1,1,HTML,True,True,
dmalvia,dmalvia/Dockerize_NodeJs_Web_App,2023-07-23T11:50:43Z,1,1,JavaScript,True,True,
dmalvia,dmalvia/dynamic_progress_bars,2017-03-01T13:59:59Z,1,1,JavaScript,True,True,
dmalvia,dmalvia/Express_MongoDB_Rest_API_Tutorial,2022-11-30T20:47:55Z,119,119,JavaScript,True,True,mit
dmalvia,dmalvia/flightSearch,2017-11-19T17:06:11Z,1,1,JavaScript,True,True,
dmalvia,dmalvia/github-webscraper,2022-10-05T20:40:14Z,1,1,,True,True,
dmalvia,dmalvia/Glassmorphism_Card_Animation,2021-08-26T06:50:22Z,3,3,CSS,True,True,
dmalvia,dmalvia/GSAP_Landing_Page_Animation,2020-12-14T13:08:03Z,1,1,HTML,True,True,
dmalvia,dmalvia/gutenberg,2018-09-24T12:32:32Z,1,1,TypeScript,True,True,
dmalvia,dmalvia/hello-world,2017-01-02T06:32:22Z,1,1,,True,True,
dmalvia,dmalvia/Horizontal_Scroll_Page_Animation,2020-12-07T10:46:36Z,2,2,HTML,True,True,
dmalvia,dmalvia/HTML_Tutorial,2020-09-13T10:48:37Z,1,1,HTML,True,True,
dmalvia,dmalvia/Isaac,2018-04-19T11:48:39Z,1,1,JavaScript,True,True,
dmalvia,dmalvia/json-static-contacts-api,2021-10-23T09:22:08Z,3,3,,True,True,
